relative_path,caption_type,caption_index,caption_text,caption_index_truncated
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,3,Table 3: Sample Summary Statistics,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,4,Figure 1: Incidence of Limited Credit History by Age,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,5,Figure 2: Distribution and Incidence of Limited Credit History by Age,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,6,Figure 3: Distribution and Incidence of Limited Credit History by Race or,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,7,"Figure 4: Coefficient Estimates, Limited Credit History",false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,8,Table 4: Incidence of Performance for Scored and Unscored Consumers,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,9,Table 4 shows the performance measures calculated for the population of,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,10,table 7 shows the results for stale unscored.,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,11,"Figure 5: Coefficient Estimates, Credit Invisible",false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,12,"Figure 6: Coefficient Estimates, Insufficient Unscored",false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,figure,13,"Figure 7: Coefficient Estimates, Stale Unscored",false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,1,"Table 1: Model Performance For the image below, select the most appropriate type.",false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,2,Figure 2: Main trial screen shown to participants for Ob-,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,3,Table 2: Accuracy – p-values and Effect Sizes Prediction set,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,4,Table 3: Response Time – p-values and Effect Sizes Prediction Set Size,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,5,"Figure 7: Comparison of ObjectNet results between two models. The ViT-L/14 model achieved 83.3% top-1 accuracy,",false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,6,"Figure 10: Per-class accuracy on ObjectNet of Human-only (control), Model-only (top-1 accuracy), and Human-Model",false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,7,"Table 4: Adoption Rate (%) by Treatment Group not fool humans, making a human-in-the-loop perhaps the",false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,8,Table 5: Dataset Statistics,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,9,Table 6: Hyperparameter Settings and Empirical Coverage,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,table,10,Table 7: Demographics and Performance of Participants,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,11,Figure 11: Consent screen shown to participants at the start of the experiment.,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,12,Figure 12: Main trial screen shown to participants for GoEmotions with conformal set treatment. The correct answer is,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,13,Figure 13: Screens displayed to participants during our experiment using conformal sets on Few-NERD. Other experiments,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,figure,14,Figure 14: Histograms of accuracy observations across three treatments for each task. Vertical lines indicate the mean of,false
tesis/Cresswell et al 2024 - Conformal Prediction Sets Improve Human Decision Making.pdf,truncation_note,15,5 additional figure/table captions omitted from this compact index.,true
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,1,Figure 1: Effect of label noise on CIFAR-10. Left: distribution of average coverage on,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,2,Figure 2 portrays the marginal coverage and average interval length achieved using,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,3,Figure 2: Results for real-data regression experiment: predicting aesthetic visual,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,4,"Figure 3 illustrates the idea behind Theorem 1, demonstrating that when the noisy score",false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,5,Figure 3: Clean (green) and noisy (red) non-conformity scores under dispersive corruption.,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,6,Figure 4: Clean (green) and noisy (red) class probabilities under dispersive corruption.,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,table,7,Table 1: Summary of coverage bounds for different scores and noise models,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,8,"Figure 5: FNR on MS COCO data set, achieved over noisy (red) and clean (green) test",false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,table,9,Table 2: Summary of coverage bounds for different risk control tasks and different noise,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,10,Figure 6: Effect of label noise on synthetic multi-class classification data. Per-,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,11,Figure 7: Response-independent noise. Performance of conformal prediction intervals,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,12,Figure 8: Dispersive versus contractive noise regression experiment. Performance,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,13,Figure 9: Visualization of the multi-label CIFAR-100N data.,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,figure,14,Figure 10: FNR achieved over noisy (red) and clean (green) test sets of the on CIFAR-100N,false
tesis/Einbinder et al 2024 - Label Noise Robustness of Conformal Prediction.pdf,truncation_note,15,17 additional figure/table captions omitted from this compact index.,true
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,1,Figure 1 gives an instructive example of possible group-specific effects when borrow-,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,2,Figure 1. Unequal Effects of Better Technology.,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,3,Figure 2 provides an example where unequal effects are generated exclusively by tri-,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,4,Figure 2. Triangulation.,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,5,Figure 3. ROC and Precision-Recall Curves.,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,6,Figure 4. Example of Predicted Default Probabilities Across Models. Figure,false
tesis/Fuster et al 2022 - Predictably Unequal Effects of Machine Learning on Credit Markets.pdf,figure,7,"Figure 5. Comparison of Predicted Default Probabilities Across Models, by",false
tesis/Kato 2024 - Conformal Predictive Portfolio Selection.pdf,table,1,Table 1: US stock data,false
tesis/Kato 2024 - Conformal Predictive Portfolio Selection.pdf,table,2,Table 2: Japanese stock data,false
tesis/Kato 2024 - Conformal Predictive Portfolio Selection.pdf,figure,3,"Figure 1: Experimental results for US stocks. The y-axis indicates cumulative returns, and",false
tesis/Kato 2024 - Conformal Predictive Portfolio Selection.pdf,figure,4,"Figure 2: Experimental results for Japanese stocks. The y-axis indicates cumulative returns,",false
tesis/Kato 2024 - Conformal Predictive Portfolio Selection.pdf,figure,5,Figure 2 presents results for the Japanese market and again confirms the strong per-,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,1,Figure 1: Construction of an integrated database of transactions and credit bureau statistics,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,2,"Figure 2 depicts the relationship between CScore for the months of January of 2005,",false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,3,Figure 2: Relationship between CScore and subsequent default frequency (over the next 6,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,4,"Figure 5: Characteristics of credit-card balances, payments and their relationship to monthly",false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,5,Figure 6: Characteristics of payments of all forms of debt to monthly income and total,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,6,Figure 7: Delinquency rates of customers with high credit-card-payment-to-income ratios.,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,7,Figure 8: Delinquency rates for customers with high credit-card-payment-to-income ratios.,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,8,Figure 9: Delinquency rates for customers experiencing negative income shocks. For each,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,9,Figure 10: A summary of the machine-learning algorithm used to construct the consumer,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,table,10,Table 4 lists the data elements from the three sources discusses in Section 2.1 that were,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,11,Figure 11 compares the machine-learning forecasts of 90-days-or-more delinquencies of the,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,figure,12,"Figure 11: Comparison of December 2008 CScore (x-axis, and where higher values are asso-",false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,table,13,"Table 1: Inflows and outflows into accounts are collected by the Bank. Direction, amount,",false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,table,14,Table 2: Data items extracted from credit bureaus. Not all fields extracted were used because,false
tesis/Khandani Kim Lo 2010 - Consumer Credit-Risk Models via Machine-Learning Algorithms.pdf,truncation_note,15,16 additional figure/table captions omitted from this compact index.,true
